,Simple_LSTM_5_steps_10_year,Simple_LSTM_8_steps_10_year,Simple_LSTM_11_steps_10_year,Bidirectional_5_steps_10_year,Bidirectional_8_steps_10_year,Bidirectional_11_steps_10_year
0,0.7247408111873125,0.7325241281981244,0.7843106550655976,0.7150917180673348,0.7321884623781946,0.7665612580250688
1,1.4470826132872503,1.4411058332445676,1.5943491887905603,1.450444759795099,1.4364151558828353,1.52871598118878
2,2.2169627025522884,2.1796284476519783,2.4756711478714966,2.1507909580143094,2.1682446707870837,2.3464218646677137
3,2.7795928300433594,2.762530095147394,3.1392327757535607,2.7298572040117417,2.750672587107602,2.988956843302991
4,3.36496041639684,3.2332780347570464,3.7146206930736696,3.212261096627844,3.2295572254702596,3.594030055098248
5,4.007353501340809,3.7510254207844347,4.30500196373981,3.7286037359022557,3.774859156419224,4.222394833226655
6,4.825919847928968,4.257019375283575,5.015834434779747,4.317827031537753,4.340339183172437,4.824745742421719
7,5.620748910899227,4.938511547554101,5.669783228522704,5.012607464737717,5.085369612796643,5.651019812964093
8,6.599148018722749,5.66956826043621,6.403479578954234,5.8225153678139945,5.883012420765348,6.438969108215066
9,7.720014034532024,6.400931510244547,7.260131160022149,6.68374118506623,6.748315587678223,7.339628280693951
10,1.18533572467448,1.2065863645191017,1.2936173147701007,1.1835060401714772,1.198781472744332,1.2595348340938561
11,2.279907416260973,2.330746739641922,2.4970286201364833,2.25749612491028,2.311880916370037,2.4411295959014656
12,3.3830037439860217,3.471078757908701,3.7511336570976606,3.3201242111700786,3.4345077095389853,3.671672428558782
13,4.317582654745936,4.412152548478028,4.824307036530998,4.143874143434717,4.367340474718329,4.754999318026197
14,5.357085342927423,5.391652778372232,5.907919987719152,4.972295305578651,5.329241185761259,5.924559275370853
15,6.281561565897747,6.207052521174462,6.936438432270506,5.695549796498369,6.143952039768296,7.009048087055378
16,7.446757288684988,7.226347644365498,8.05308909285517,6.575574408928844,7.1399624493147735,8.224540692006682
17,8.85007408301858,8.403702007234845,9.213560294817713,7.525527219506254,8.266637548751461,9.573134092438528
18,10.442418813955474,9.766729672917064,10.523447577966454,8.651243639787456,9.563011844583382,11.12749086228333
19,12.13605123380709,11.206026564381304,11.927528166374865,9.829445404598815,10.94014111992365,12.77703476473567
20,0.6773101112723754,0.5805515239477503,0.5805515239477503,0.7256894049346879,0.628930817610063,0.5321722302854378
21,1.983551040154814,2.2254475084663765,2.8543783260764393,2.1286889211417512,2.3222060957910013,2.7576197387518144
22,5.031446540880504,5.418480890179003,6.386066763425253,5.2249637155297535,5.7087566521528785,6.337687469762941
23,8.369617803580068,8.272859216255442,9.57910014513788,7.885824866956942,8.369617803580068,9.917755200774069
24,12.96565070149976,11.804547653604256,12.82051282051282,11.030478955007258,11.804547653604256,13.352685050798257
25,16.352201257861633,14.368650217706822,16.44895984518626,14.32027092404451,15.09433962264151,17.126269956458636
26,21.673923560716013,18.57764876632801,20.948234155781325,18.045476536042575,18.771165940977262,21.77068214804064
27,27.576197387518143,22.98016448959845,25.592646347363328,22.59313014029995,23.657474600870827,26.366715045960333
28,34.107402031930334,27.721335268505083,31.01112723754233,28.059990324141264,28.737300435413644,32.12385099177552
29,39.7677793904209,32.99467827769715,35.46202225447509,32.75278180938558,34.20416061925496,37.39719400096759
30,0.1935171746492501,0.24189646831156267,0.24189646831156267,0.14513788098693758,0.24189646831156267,0.1935171746492501
31,0.5805515239477503,0.5805515239477503,0.7740686985970004,0.48379293662312534,0.5321722302854378,0.628930817610063
32,1.3546202225447508,1.257861635220126,1.8384131591678763,1.3546202225447508,1.3062409288824384,1.7900338655055636
33,1.983551040154814,2.3222060957910013,2.8059990324141264,2.0319303338171264,2.3222060957910013,2.9027576197387517
34,3.6284470246734397,3.483309143686502,4.547653604257378,3.0478955007256894,3.6284470246734397,4.450895016932753
35,4.78955007256894,4.547653604257378,5.853894533139816,4.01548137397194,4.547653604257378,5.999032414126754
36,6.2409288824383164,5.418480890179003,6.48282535074988,5.176584421867441,5.466860183841316,7.06337687469763
37,8.03096274794388,6.821480406386067,7.789066279632317,6.531204644412192,7.06337687469763,8.756652152878567
38,11.27237542331882,8.708272859216255,9.675858732462505,8.901790033865506,8.563134978229318,10.88534107402032
39,15.674891146589259,10.88534107402032,12.336719883889694,11.078858248669569,11.175616835994195,13.352685050798257
